id,question,answer,follow-up,relation,generated_follow_up
3150,ELI5: Screaming usually damages your voice and changes the quality of your speaking. How are horror movie actors able to get multiple consistant shots without their voices sounding scratchy or swollen in between scenes?,"The final sound you hear in a movie, especially a scream, has very likely been enhanced or overdubbed in post production.  That’s also when they add the foley effects (sounds of walking, punching, etc).",Wilhelm? Is that you?,Slightly Related,That’s interesting. How do they get the sound to match the actors’ natural pitch?
3150,ELI5: Screaming usually damages your voice and changes the quality of your speaking. How are horror movie actors able to get multiple consistant shots without their voices sounding scratchy or swollen in between scenes?,"The final sound you hear in a movie, especially a scream, has very likely been enhanced or overdubbed in post production.  That’s also when they add the foley effects (sounds of walking, punching, etc).",Wilhelm? Is that you?,Slightly Related,What about the actors who are doing the fighting scenes? Do they have to be over-dubbed?
3150,ELI5: Screaming usually damages your voice and changes the quality of your speaking. How are horror movie actors able to get multiple consistant shots without their voices sounding scratchy or swollen in between scenes?,"The final sound you hear in a movie, especially a scream, has very likely been enhanced or overdubbed in post production.  That’s also when they add the foley effects (sounds of walking, punching, etc).",Wilhelm? Is that you?,Slightly Related,So it's not just the actors' voice that's being digitally enhanced?
3150,ELI5: Screaming usually damages your voice and changes the quality of your speaking. How are horror movie actors able to get multiple consistant shots without their voices sounding scratchy or swollen in between scenes?,"The final sound you hear in a movie, especially a scream, has very likely been enhanced or overdubbed in post production.  That’s also when they add the foley effects (sounds of walking, punching, etc).",Wilhelm? Is that you?,Slightly Related,">That’s also when they add the foley effects (sounds walking, punching, etc).    I’m not talking about the actual sound effects, but the way they are added to the movie.   For example, in the scene where the girl is getting her heart broken, she’ll be wailing and the sound is added to make it seem like she‘s actually wailing.  This is done to add tension to the scene, and to make the audience feel the pain.  The sound is also added to enhance the actors’ voices.  I think this is the most common thing that happens when they do this.  It’d be like if they added a voice to a song, and then later on, they would have a different vocal style.  But when they did this, they did it for a different kind of song, so it’re not really a song at all.  Also, if you hear a woman scream, it‘ll probably be different than the way you hear her scream in real life."
3150,ELI5: Screaming usually damages your voice and changes the quality of your speaking. How are horror movie actors able to get multiple consistant shots without their voices sounding scratchy or swollen in between scenes?,"The final sound you hear in a movie, especially a scream, has very likely been enhanced or overdubbed in post production.  That’s also when they add the foley effects (sounds of walking, punching, etc).",Wilhelm? Is that you?,Slightly Related,Is there any way to hear a scream without it sounding like you're speaking it aloud?
3151,Eli5 How do propane fridges make cold using flame?,"When ammonia encounters hydrogen gas, the chemical reaction between the two absorbs heat. That's how the propane fridge produces its cooling action -- by pulling heat from the interior of the refrigerator into the ammonia-hydrogen mix. As it absorbs heat, the ammonia becomes a gas again.",Side question - Is that ammonia-hydrogen mix the same process they use in those instant cold packs?,Slightly Related,How does it do that?
3151,Eli5 How do propane fridges make cold using flame?,"When ammonia encounters hydrogen gas, the chemical reaction between the two absorbs heat. That's how the propane fridge produces its cooling action -- by pulling heat from the interior of the refrigerator into the ammonia-hydrogen mix. As it absorbs heat, the ammonia becomes a gas again.",Side question - Is that ammonia-hydrogen mix the same process they use in those instant cold packs?,Slightly Related,So the flame is just a way to heat up the ammonia?
3151,Eli5 How do propane fridges make cold using flame?,"When ammonia encounters hydrogen gas, the chemical reaction between the two absorbs heat. That's how the propane fridge produces its cooling action -- by pulling heat from the interior of the refrigerator into the ammonia-hydrogen mix. As it absorbs heat, the ammonia becomes a gas again.",Side question - Is that ammonia-hydrogen mix the same process they use in those instant cold packs?,Slightly Related,"Thanks for the answer. So the propane fridge is heated by flame, and then the ammonia is cooled by absorbing the heat?"
3151,Eli5 How do propane fridges make cold using flame?,"When ammonia encounters hydrogen gas, the chemical reaction between the two absorbs heat. That's how the propane fridge produces its cooling action -- by pulling heat from the interior of the refrigerator into the ammonia-hydrogen mix. As it absorbs heat, the ammonia becomes a gas again.",Side question - Is that ammonia-hydrogen mix the same process they use in those instant cold packs?,Slightly Related,Is there a way to cool this down without flame?
3152,"ELI5: Sunlight travels 150,000,000 km to get to Earth. So why does it seem that my indoor plants 5m closer to the window are getting more sunlight?",The plants closer to the window get more direct sun.  The ones across the room don’t get as much direct sunlight and more indirect light.,Thank you for answering but the words direct and indirect don't really explain anything here. How can 150000000km be noticeably stronger than 150000000.1km?,Related,That makes sense. But why does it seem like my plants 5m closer to the window are getting more sunlight?
3152,"ELI5: Sunlight travels 150,000,000 km to get to Earth. So why does it seem that my indoor plants 5m closer to the window are getting more sunlight?",The plants closer to the window get more direct sun.  The ones across the room don’t get as much direct sunlight and more indirect light.,Thank you for answering but the words direct and indirect don't really explain anything here. How can 150000000km be noticeably stronger than 150000000.1km?,Related,>The plants closer to the window get more direct sun.   So why does that make sense?
3152,"ELI5: Sunlight travels 150,000,000 km to get to Earth. So why does it seem that my indoor plants 5m closer to the window are getting more sunlight?",The plants closer to the window get more direct sun.  The ones across the room don’t get as much direct sunlight and more indirect light.,Thank you for answering but the words direct and indirect don't really explain anything here. How can 150000000km be noticeably stronger than 150000000.1km?,Related,How does that work?
3153,"ELI5: Sunlight travels 150,000,000 km to get to Earth. So why does it seem that my indoor plants 5m closer to the window are getting more sunlight?","It's absolutely true that the plants closer to the window get more light. I believe it's an inverse square relationship too, meaning it gets worse the further away you go.",Really? Glad I'm not crazy but I'm still confused. How can 150000000 km be noticeably stronger than 150000000.1km?,Slightly Related,That's interesting. So why does it seem that my indoor plants 5m closer to the window are getting more sunlight?
