id,question,answer,follow-up,relation,generated_follow_up
3200,ELI5: Why do gas prices include the extra 9/10 cent on the end?,"Maybe urban legend but I thought it was to decrease theft by the cashier.  It increases the chances of having the end price to be a multiple of a dollar ($xx.00) and always have some cents.  This meant the cashier would have to open the till to make change, which got logged instead of pocketing the bills","That's fascinating! I assume you pour first, pay later? Where I live, you gotta pay first or it won't dispense, so I can just say ""give me $40 for pump 9"" and then pour exactly $40 of gas, no change, tax included.",Related,">This meant the cashier would have to open the till to make change, which got logged instead of pocketing the bills   This is a bit of an urban legend, but I always thought it was to decrease theft by the cashiers.   I'm not saying it's a bad thing, just that I always assumed it was a change in policy to prevent people from pocketing change."
3200,ELI5: Why do gas prices include the extra 9/10 cent on the end?,"Maybe urban legend but I thought it was to decrease theft by the cashier.  It increases the chances of having the end price to be a multiple of a dollar ($xx.00) and always have some cents.  This meant the cashier would have to open the till to make change, which got logged instead of pocketing the bills","That's fascinating! I assume you pour first, pay later? Where I live, you gotta pay first or it won't dispense, so I can just say ""give me $40 for pump 9"" and then pour exactly $40 of gas, no change, tax included.",Related,So the extra 9/10 cents is just a cost of doing business?
3200,ELI5: Why do gas prices include the extra 9/10 cent on the end?,"Maybe urban legend but I thought it was to decrease theft by the cashier.  It increases the chances of having the end price to be a multiple of a dollar ($xx.00) and always have some cents.  This meant the cashier would have to open the till to make change, which got logged instead of pocketing the bills","That's fascinating! I assume you pour first, pay later? Where I live, you gotta pay first or it won't dispense, so I can just say ""give me $40 for pump 9"" and then pour exactly $40 of gas, no change, tax included.",Related,"Is it true that if you pay cash at the pump, you can't take the money out of the bag and spend it later?"
3200,ELI5: Why do gas prices include the extra 9/10 cent on the end?,"Maybe urban legend but I thought it was to decrease theft by the cashier.  It increases the chances of having the end price to be a multiple of a dollar ($xx.00) and always have some cents.  This meant the cashier would have to open the till to make change, which got logged instead of pocketing the bills","That's fascinating! I assume you pour first, pay later? Where I live, you gotta pay first or it won't dispense, so I can just say ""give me $40 for pump 9"" and then pour exactly $40 of gas, no change, tax included.",Related,But why not just add a small amount on top of it?
3200,ELI5: Why do gas prices include the extra 9/10 cent on the end?,"Maybe urban legend but I thought it was to decrease theft by the cashier.  It increases the chances of having the end price to be a multiple of a dollar ($xx.00) and always have some cents.  This meant the cashier would have to open the till to make change, which got logged instead of pocketing the bills","That's fascinating! I assume you pour first, pay later? Where I live, you gotta pay first or it won't dispense, so I can just say ""give me $40 for pump 9"" and then pour exactly $40 of gas, no change, tax included.",Related,Wouldn't this increase the chance of someone stealing a few dollars from you?
3200,ELI5: Why do gas prices include the extra 9/10 cent on the end?,"Maybe urban legend but I thought it was to decrease theft by the cashier.  It increases the chances of having the end price to be a multiple of a dollar ($xx.00) and always have some cents.  This meant the cashier would have to open the till to make change, which got logged instead of pocketing the bills","That's fascinating! I assume you pour first, pay later? Where I live, you gotta pay first or it won't dispense, so I can just say ""give me $40 for pump 9"" and then pour exactly $40 of gas, no change, tax included.",Related,What about cashiers? Did they always take change from the register?
3201,"ELI5: Can pouring hot water on windshield or window ice to melt it really crack the glass? or is it so rare that one shouldn't worry about it? and if so, how does it happen?",When the glass heats up it expands. If it’s cold then pouring hot water on it will expand one side before the other and that causes stress inside the glass which might make it crack. Another big reason you shouldn’t try this is because if it’s really cold the boiling water could just freeze on the window or down the side of your car,"Follow-up question - it sounds like the level of risk depends on how cold it is outside and how hot the water is. If I've safely done this at a certain outside temp (let's say 25° F) with hot (not boiling) water, was I just lucky or can I assume that I'm safe at those 2 levels of those variables?",Strongly Related,"So if it's really cold, it could just freeze on the inside of the car window?"
3201,"ELI5: Can pouring hot water on windshield or window ice to melt it really crack the glass? or is it so rare that one shouldn't worry about it? and if so, how does it happen?",When the glass heats up it expands. If it’s cold then pouring hot water on it will expand one side before the other and that causes stress inside the glass which might make it crack. Another big reason you shouldn’t try this is because if it’s really cold the boiling water could just freeze on the window or down the side of your car,"Follow-up question - it sounds like the level of risk depends on how cold it is outside and how hot the water is. If I've safely done this at a certain outside temp (let's say 25° F) with hot (not boiling) water, was I just lucky or can I assume that I'm safe at those 2 levels of those variables?",Strongly Related,">When the glass heats up it expands.   This is a misconception. If it's cold then pouring hot water on it will expand one side before the other and that stress inside the glass which might make it crack.  This isn't the case.  The problem is that when the water is hot it expands on the outside of the glass, not inside.  So if you pour hot water inside the window it will just expand again, and that's why it's not a problem.  Also, if you have a really cold car, you might want to check the inside of your car before you try this.  If you have windows that are really deep, you may want to take extra precautions.  I've had a few cars that were completely ice-free and I've tried to open the windows and it's still a problem (not to mention the fact that the water can get in through the cracks and get stuck).    I'm not saying that it's impossible to open a window with hot water, but that it might not be the best idea."
3201,"ELI5: Can pouring hot water on windshield or window ice to melt it really crack the glass? or is it so rare that one shouldn't worry about it? and if so, how does it happen?",When the glass heats up it expands. If it’s cold then pouring hot water on it will expand one side before the other and that causes stress inside the glass which might make it crack. Another big reason you shouldn’t try this is because if it’s really cold the boiling water could just freeze on the window or down the side of your car,"Follow-up question - it sounds like the level of risk depends on how cold it is outside and how hot the water is. If I've safely done this at a certain outside temp (let's say 25° F) with hot (not boiling) water, was I just lucky or can I assume that I'm safe at those 2 levels of those variables?",Strongly Related,Does it really need to be so hot to do that?
3201,"ELI5: Can pouring hot water on windshield or window ice to melt it really crack the glass? or is it so rare that one shouldn't worry about it? and if so, how does it happen?",When the glass heats up it expands. If it’s cold then pouring hot water on it will expand one side before the other and that causes stress inside the glass which might make it crack. Another big reason you shouldn’t try this is because if it’s really cold the boiling water could just freeze on the window or down the side of your car,"Follow-up question - it sounds like the level of risk depends on how cold it is outside and how hot the water is. If I've safely done this at a certain outside temp (let's say 25° F) with hot (not boiling) water, was I just lucky or can I assume that I'm safe at those 2 levels of those variables?",Strongly Related,Thanks for your answer!    But what if the water is too cold?
3202,"ELI5: Why does it hurt with the fury of a million exploding stars when you smash your finger in really cold weather, as opposed to just the normal pain if it happens at room temperature?",Your blood is drawn out of your limbs when its cold to reserve heat for the core. That means ur fingers arnt getting as much fresh blood to flow over the nerves and sooth it. Blood and saliva have natural painkillers in them. This is why papercuts hurt so much.,That's some crazy science that I did not know! So if I get a paper cut I should spit on it?,Strongly Related,">Your blood is drawn out of your limbs when its cold, reserve heat for the core.    This is why papercuts hurt so much.  Is it because of the lack of blood flow?"
3202,"ELI5: Why does it hurt with the fury of a million exploding stars when you smash your finger in really cold weather, as opposed to just the normal pain if it happens at room temperature?",Your blood is drawn out of your limbs when its cold to reserve heat for the core. That means ur fingers arnt getting as much fresh blood to flow over the nerves and sooth it. Blood and saliva have natural painkillers in them. This is why papercuts hurt so much.,That's some crazy science that I did not know! So if I get a paper cut I should spit on it?,Strongly Related,But why does it hurt so much when it's done?
3202,"ELI5: Why does it hurt with the fury of a million exploding stars when you smash your finger in really cold weather, as opposed to just the normal pain if it happens at room temperature?",Your blood is drawn out of your limbs when its cold to reserve heat for the core. That means ur fingers arnt getting as much fresh blood to flow over the nerves and sooth it. Blood and saliva have natural painkillers in them. This is why papercuts hurt so much.,That's some crazy science that I did not know! So if I get a paper cut I should spit on it?,Strongly Related,"So if I were to cut my finger on a sharp object, would it hurt as much as if I had just scraped it on a paper?"
3202,"ELI5: Why does it hurt with the fury of a million exploding stars when you smash your finger in really cold weather, as opposed to just the normal pain if it happens at room temperature?",Your blood is drawn out of your limbs when its cold to reserve heat for the core. That means ur fingers arnt getting as much fresh blood to flow over the nerves and sooth it. Blood and saliva have natural painkillers in them. This is why papercuts hurt so much.,That's some crazy science that I did not know! So if I get a paper cut I should spit on it?,Strongly Related,Is there a reason why papercuts hurt so much?
3203,ELi5: How does the internet work?,"Okay I have a computer with an MP3 on it and I get a cable and connect it to your computer if you accept it, I can send you my MP3. You can also request the MP3. That is the internet in a nutshell just every computer connected to each other with cables. The network, the web of cables, that's the internet.",oh wow thanks. so is high-speed internet just more cables?,Related,">Okay I have a computer with an MP3 on it and I get a cable and connect it to your computer if you accept it, I can send you my MP3.    How does the cable work?"
