id,question,answer,follow-up,relation,generated_follow_up
3430,"eli5 Is it correct to think of events happening on the far side of the universe or in a different galaxy as occurring ""at the same time""?","Depends on what you mean by time.  But if something happens somewhere, where it can not interact with us (the observer) then in all practical purposes it didn't happen at all.  But time is a tricky thing, because it is and isn't. It is a thing that exists between things that exist. If you have an empty cube with absolutely nothing in it, no particles no interacting forces, there is no time in it. Time exists between two things that interact.   For an observer to say that something has happened, it can only measure it from it's perspective so time comes in to existence from our perspective. If it can't interact with us or we can't observe it, the time starts existing in practical sense. Yes it can exist between other things, but only thing that matters is the observer and the other thing. Even if there isn't a direct link to observe or for interaction, there can be indirect thing, in which case time comes in to existence through the chain that leads all to way to the even itself.   I don't know if it makes it any easier, but stuff like this becomes way easier to understand when you accept the fact that time is not a thing, while also being a thing. Time is a thing between things, it can not exist by itself. You can not tell time from a still image, but you can tell time from two images, as in you can say that time has happened because things have changed.  But in short. If there is no observation or interaction, whatever just happened might as well not have ever existed.",When you hide an item from infants sight - in their minds it ceased to exist. Only later we learn that things we don't see can still exist. But maybe its the infants who are right?,Slightly Related,"What is meant by the term ""interaction"" in the context of time?"
3430,"eli5 Is it correct to think of events happening on the far side of the universe or in a different galaxy as occurring ""at the same time""?","Depends on what you mean by time.  But if something happens somewhere, where it can not interact with us (the observer) then in all practical purposes it didn't happen at all.  But time is a tricky thing, because it is and isn't. It is a thing that exists between things that exist. If you have an empty cube with absolutely nothing in it, no particles no interacting forces, there is no time in it. Time exists between two things that interact.   For an observer to say that something has happened, it can only measure it from it's perspective so time comes in to existence from our perspective. If it can't interact with us or we can't observe it, the time starts existing in practical sense. Yes it can exist between other things, but only thing that matters is the observer and the other thing. Even if there isn't a direct link to observe or for interaction, there can be indirect thing, in which case time comes in to existence through the chain that leads all to way to the even itself.   I don't know if it makes it any easier, but stuff like this becomes way easier to understand when you accept the fact that time is not a thing, while also being a thing. Time is a thing between things, it can not exist by itself. You can not tell time from a still image, but you can tell time from two images, as in you can say that time has happened because things have changed.  But in short. If there is no observation or interaction, whatever just happened might as well not have ever existed.",When you hide an item from infants sight - in their minds it ceased to exist. Only later we learn that things we don't see can still exist. But maybe its the infants who are right?,Slightly Related,How does the observer's perspective influence the measurement of time?
3430,"eli5 Is it correct to think of events happening on the far side of the universe or in a different galaxy as occurring ""at the same time""?","Depends on what you mean by time.  But if something happens somewhere, where it can not interact with us (the observer) then in all practical purposes it didn't happen at all.  But time is a tricky thing, because it is and isn't. It is a thing that exists between things that exist. If you have an empty cube with absolutely nothing in it, no particles no interacting forces, there is no time in it. Time exists between two things that interact.   For an observer to say that something has happened, it can only measure it from it's perspective so time comes in to existence from our perspective. If it can't interact with us or we can't observe it, the time starts existing in practical sense. Yes it can exist between other things, but only thing that matters is the observer and the other thing. Even if there isn't a direct link to observe or for interaction, there can be indirect thing, in which case time comes in to existence through the chain that leads all to way to the even itself.   I don't know if it makes it any easier, but stuff like this becomes way easier to understand when you accept the fact that time is not a thing, while also being a thing. Time is a thing between things, it can not exist by itself. You can not tell time from a still image, but you can tell time from two images, as in you can say that time has happened because things have changed.  But in short. If there is no observation or interaction, whatever just happened might as well not have ever existed.",When you hide an item from infants sight - in their minds it ceased to exist. Only later we learn that things we don't see can still exist. But maybe its the infants who are right?,Slightly Related,What role does gravitational time play in describing events occurring on different celestial bodies?
3430,"eli5 Is it correct to think of events happening on the far side of the universe or in a different galaxy as occurring ""at the same time""?","Depends on what you mean by time.  But if something happens somewhere, where it can not interact with us (the observer) then in all practical purposes it didn't happen at all.  But time is a tricky thing, because it is and isn't. It is a thing that exists between things that exist. If you have an empty cube with absolutely nothing in it, no particles no interacting forces, there is no time in it. Time exists between two things that interact.   For an observer to say that something has happened, it can only measure it from it's perspective so time comes in to existence from our perspective. If it can't interact with us or we can't observe it, the time starts existing in practical sense. Yes it can exist between other things, but only thing that matters is the observer and the other thing. Even if there isn't a direct link to observe or for interaction, there can be indirect thing, in which case time comes in to existence through the chain that leads all to way to the even itself.   I don't know if it makes it any easier, but stuff like this becomes way easier to understand when you accept the fact that time is not a thing, while also being a thing. Time is a thing between things, it can not exist by itself. You can not tell time from a still image, but you can tell time from two images, as in you can say that time has happened because things have changed.  But in short. If there is no observation or interaction, whatever just happened might as well not have ever existed.",When you hide an item from infants sight - in their minds it ceased to exist. Only later we learn that things we don't see can still exist. But maybe its the infants who are right?,Slightly Related,"Can you explain the concept of causality in more detail, such as how it relates to the concept and measurement of time?"
3430,"eli5 Is it correct to think of events happening on the far side of the universe or in a different galaxy as occurring ""at the same time""?","Depends on what you mean by time.  But if something happens somewhere, where it can not interact with us (the observer) then in all practical purposes it didn't happen at all.  But time is a tricky thing, because it is and isn't. It is a thing that exists between things that exist. If you have an empty cube with absolutely nothing in it, no particles no interacting forces, there is no time in it. Time exists between two things that interact.   For an observer to say that something has happened, it can only measure it from it's perspective so time comes in to existence from our perspective. If it can't interact with us or we can't observe it, the time starts existing in practical sense. Yes it can exist between other things, but only thing that matters is the observer and the other thing. Even if there isn't a direct link to observe or for interaction, there can be indirect thing, in which case time comes in to existence through the chain that leads all to way to the even itself.   I don't know if it makes it any easier, but stuff like this becomes way easier to understand when you accept the fact that time is not a thing, while also being a thing. Time is a thing between things, it can not exist by itself. You can not tell time from a still image, but you can tell time from two images, as in you can say that time has happened because things have changed.  But in short. If there is no observation or interaction, whatever just happened might as well not have ever existed.",When you hide an item from infants sight - in their minds it ceased to exist. Only later we learn that things we don't see can still exist. But maybe its the infants who are right?,Slightly Related,How do telescopes and particle accelerators contribute to the measurement of events in distant galaxies?
3431,ELI5 Why do freshly washed sheets feel so much better? Is there really so much dirt and oil on them pre-wash that it makes a difference or is it just psychosomatic?,"Bedding needs to be cleaned way more often than people think. It is disgusting. Oil, dead skin, sweat, dirt....ugh so much yuck. I wash mine every few days but my god people at least once a week! Lol  Edit: spelling","Once every few days?! How do you summon the energy, I'm at about once a month at my best",Related,How does moisture content in the sheets affect the overall sensation of cleanliness?
3431,ELI5 Why do freshly washed sheets feel so much better? Is there really so much dirt and oil on them pre-wash that it makes a difference or is it just psychosomatic?,"Bedding needs to be cleaned way more often than people think. It is disgusting. Oil, dead skin, sweat, dirt....ugh so much yuck. I wash mine every few days but my god people at least once a week! Lol  Edit: spelling","Once every few days?! How do you summon the energy, I'm at about once a month at my best",Related,What are the specific types of bacteria that thrive on damp sheets?
3431,ELI5 Why do freshly washed sheets feel so much better? Is there really so much dirt and oil on them pre-wash that it makes a difference or is it just psychosomatic?,"Bedding needs to be cleaned way more often than people think. It is disgusting. Oil, dead skin, sweat, dirt....ugh so much yuck. I wash mine every few days but my god people at least once a week! Lol  Edit: spelling","Once every few days?! How do you summon the energy, I'm at about once a month at my best",Related,How do antibacterial agents like antiseptic and antiperspirants work in bedding?
3432,ELI5: How Does One Data Mine?,"Sometimes, there is more included in the game files than is used in the game.  If, say, a new character was going to be added to the game, that character's art might be packed into the game to get ready for their release even when they're not actually visible in the game yet.  ""Data mining"" is just digging through the game files and looking for interesting things like that.","Interesting, thanks! Is it possible to do this with a console game or only PC games?",Related,What are some examples of pre-existing assets that could be mined for data?
3432,ELI5: How Does One Data Mine?,"Sometimes, there is more included in the game files than is used in the game.  If, say, a new character was going to be added to the game, that character's art might be packed into the game to get ready for their release even when they're not actually visible in the game yet.  ""Data mining"" is just digging through the game files and looking for interesting things like that.","Interesting, thanks! Is it possible to do this with a console game or only PC games?",Related,How does data mining help in the debugging of game bugs?
3432,ELI5: How Does One Data Mine?,"Sometimes, there is more included in the game files than is used in the game.  If, say, a new character was going to be added to the game, that character's art might be packed into the game to get ready for their release even when they're not actually visible in the game yet.  ""Data mining"" is just digging through the game files and looking for interesting things like that.","Interesting, thanks! Is it possible to do this with a console game or only PC games?",Related,What kind of tools are commonly used in data mining?
3433,ELI5 How do radio DJs always seem to manage to finish their sentences just before the vocals of a song starts?,"radio DJ here! we have programs where we play the music from (otsDJ, jazler) and when you add songs to these programs, along with details like title and artist, you can add ""into time"" and queue up the song to where the vocals come in. so that next time someone plays the song, there's a timer on screen counting down to when the vocals begin. hope that helps!","Do you know what the purpose of the intro overdub is? Asking because as a listener I've always detested it. When the talking stops and the volume goes up it's like suddenly finding yourself in the middle of a lake (of sound) when you weren't expecting to be swimming. Similarly, I imagine the artists must hate it because a song is meticulously crafted in order to introduce the various motifs, layers and whatever else in the vision the artist had. By essentially nullifying the intro you're basically taking a painting and painting the top 3rd white before handing it to someone to look at.",Related,"How does the ""into time"" feature work in radio DJs' audio systems?"
