id,question,answer,follow-up,relation,generated_follow_up
3360,ELI5: Can other natural omnivores survive on a plant-only diet and have a normal lifespan like humans can?,"Humans can't do it normally without supplements. So the answer is likely no they can't  we need fatty proteins, certain vitamins, omegas, or a supplement to provide them.","Wait, do all healthy vegans really have to use supplements, as in the pills?",Related,In what ways can other natural omnivores survive on a plant-only diet and have a normal lifespan like humans can?
3360,ELI5: Can other natural omnivores survive on a plant-only diet and have a normal lifespan like humans can?,"Humans can't do it normally without supplements. So the answer is likely no they can't  we need fatty proteins, certain vitamins, omegas, or a supplement to provide them.","Wait, do all healthy vegans really have to use supplements, as in the pills?",Related,What are some examples of plant-based proteins that are essential for a normal lifespan?
3360,ELI5: Can other natural omnivores survive on a plant-only diet and have a normal lifespan like humans can?,"Humans can't do it normally without supplements. So the answer is likely no they can't  we need fatty proteins, certain vitamins, omegas, or a supplement to provide them.","Wait, do all healthy vegans really have to use supplements, as in the pills?",Related,Why is maintaining a plant-only diet important for long-term health?
3360,ELI5: Can other natural omnivores survive on a plant-only diet and have a normal lifespan like humans can?,"Humans can't do it normally without supplements. So the answer is likely no they can't  we need fatty proteins, certain vitamins, omegas, or a supplement to provide them.","Wait, do all healthy vegans really have to use supplements, as in the pills?",Related,How do plant-based diets promote mitochondrial function?
3361,ELI5: Is fungi in the air everywhere? How does mold just on appear out of nowhere on something that sits in your house if there's moisture? How does mold and fungi work?,"Mold spores are ubiquitous - they are pretty much everywhere.  Normal indoor spore count ranges from 500 to 5,000 spores per cubic meter, and outdoor spore counts can be as much as 50,000 spores per cubic meter in summer and fall in many areas.  Moldy buildings can have much higher spore counts, sometimes as high as 500,000 spores per cubic meter.  Since they're nearly everywhere, all it takes is the right environment for spores to sprout and become mold - just some water and organic material (like paper or wood or drywall).",Drywall is considered organic? Aren't they composed of white inorganic powder?,Related,How do fungi contribute to the formation of mold spores?
3361,ELI5: Is fungi in the air everywhere? How does mold just on appear out of nowhere on something that sits in your house if there's moisture? How does mold and fungi work?,"Mold spores are ubiquitous - they are pretty much everywhere.  Normal indoor spore count ranges from 500 to 5,000 spores per cubic meter, and outdoor spore counts can be as much as 50,000 spores per cubic meter in summer and fall in many areas.  Moldy buildings can have much higher spore counts, sometimes as high as 500,000 spores per cubic meter.  Since they're nearly everywhere, all it takes is the right environment for spores to sprout and become mold - just some water and organic material (like paper or wood or drywall).",Drywall is considered organic? Aren't they composed of white inorganic powder?,Related,What are some common mold spores and how do they spread?
3362,ELI5: Is fungi in the air everywhere? How does mold just on appear out of nowhere on something that sits in your house if there's moisture? How does mold and fungi work?,"There are bilions upon bilions of spores in the air everywhere. If the conditions are just right the spores germinate and form mycelium which is the 'nervous and digestive system' of of fungus. After the mycelium mat is firmly established, gets enough nutrients, is mature and the conditions are right the fruiting starts and mycelium produces fruit bodies known to us as mushrooms. The mushrooms produce spores in the gills (for the gilled ones of course) which fall from them in the hundreds of thousands per mushroom (it starts as soon as the mushroom cap opens), then are taken away by the wind and the whole cycle continues. This is a very basic explanation and I have omitted a few things for simplicity. Hope that helps a bit. Check out ""Fantastic Fungi' on netflix or YT.",How come our moist nasal passages don't get infected with fungi? Or do they?,Related,Can you explain how spores fall from the gills of mushrooms and how they are taken away by the wind?
3362,ELI5: Is fungi in the air everywhere? How does mold just on appear out of nowhere on something that sits in your house if there's moisture? How does mold and fungi work?,"There are bilions upon bilions of spores in the air everywhere. If the conditions are just right the spores germinate and form mycelium which is the 'nervous and digestive system' of of fungus. After the mycelium mat is firmly established, gets enough nutrients, is mature and the conditions are right the fruiting starts and mycelium produces fruit bodies known to us as mushrooms. The mushrooms produce spores in the gills (for the gilled ones of course) which fall from them in the hundreds of thousands per mushroom (it starts as soon as the mushroom cap opens), then are taken away by the wind and the whole cycle continues. This is a very basic explanation and I have omitted a few things for simplicity. Hope that helps a bit. Check out ""Fantastic Fungi' on netflix or YT.",How come our moist nasal passages don't get infected with fungi? Or do they?,Related,What are the key functions of the mycelium mat in fungi?
3362,ELI5: Is fungi in the air everywhere? How does mold just on appear out of nowhere on something that sits in your house if there's moisture? How does mold and fungi work?,"There are bilions upon bilions of spores in the air everywhere. If the conditions are just right the spores germinate and form mycelium which is the 'nervous and digestive system' of of fungus. After the mycelium mat is firmly established, gets enough nutrients, is mature and the conditions are right the fruiting starts and mycelium produces fruit bodies known to us as mushrooms. The mushrooms produce spores in the gills (for the gilled ones of course) which fall from them in the hundreds of thousands per mushroom (it starts as soon as the mushroom cap opens), then are taken away by the wind and the whole cycle continues. This is a very basic explanation and I have omitted a few things for simplicity. Hope that helps a bit. Check out ""Fantastic Fungi' on netflix or YT.",How come our moist nasal passages don't get infected with fungi? Or do they?,Related,How do fungi contribute to the formation of mold spores?
3363,ELI5: Is fungi in the air everywhere? How does mold just on appear out of nowhere on something that sits in your house if there's moisture? How does mold and fungi work?,"Intense heat or intense cold can shock mold spores to sprout mycelium. After Nagasaki and Hiroshima, the cities turned pink with aspergillus from the spores that were heat shocked by the firestorm and blast (and yes, some spores did survive the atomic blast). Taking room temp food covered with spores (think strawberries) and putting them in the fridge cold shocks the spores in to action too. The spores are everywhere ALL THE TIME.  And they don't like water. Aspergillus spores are football shaped and when water spalshes on them, they get spread all over by flying through the air end over end. I did genetic work on fungi in college and I watched this happen under the microscope (a dissecting stereoscope actually). It's very cool. In order to control where we put the spores, we used buffer solutions with a teeny amount of surfactant in them, a surfactant is soap.  The soap makes the spores stay suspended in the water. I use this secret to wash fruits that are prone to fungal infections like strawberries and blueberries. I fill my sink with lots of cold water (\~ 2-4 gal) and then add 3 drops of Dawn dishwashing liquid. Then I pour in the berries and swirl them around removing the overtly infected ones. Then I just pull the drain and get rid of the water and wash the spores down the drain. Then I spread the berries on a towel to dry. It makes my berries last a lot longer. Science makes cooking easy when you understand why we do certain things a certain way...",Doesn't this make your strawberries taste soapy though?,Related,Why is it important to control moisture in the air to prevent mold growth?
3363,ELI5: Is fungi in the air everywhere? How does mold just on appear out of nowhere on something that sits in your house if there's moisture? How does mold and fungi work?,"Intense heat or intense cold can shock mold spores to sprout mycelium. After Nagasaki and Hiroshima, the cities turned pink with aspergillus from the spores that were heat shocked by the firestorm and blast (and yes, some spores did survive the atomic blast). Taking room temp food covered with spores (think strawberries) and putting them in the fridge cold shocks the spores in to action too. The spores are everywhere ALL THE TIME.  And they don't like water. Aspergillus spores are football shaped and when water spalshes on them, they get spread all over by flying through the air end over end. I did genetic work on fungi in college and I watched this happen under the microscope (a dissecting stereoscope actually). It's very cool. In order to control where we put the spores, we used buffer solutions with a teeny amount of surfactant in them, a surfactant is soap.  The soap makes the spores stay suspended in the water. I use this secret to wash fruits that are prone to fungal infections like strawberries and blueberries. I fill my sink with lots of cold water (\~ 2-4 gal) and then add 3 drops of Dawn dishwashing liquid. Then I pour in the berries and swirl them around removing the overtly infected ones. Then I just pull the drain and get rid of the water and wash the spores down the drain. Then I spread the berries on a towel to dry. It makes my berries last a lot longer. Science makes cooking easy when you understand why we do certain things a certain way...",Doesn't this make your strawberries taste soapy though?,Related,What are some examples of mold spores that survive extreme heat and cold conditions?
3363,ELI5: Is fungi in the air everywhere? How does mold just on appear out of nowhere on something that sits in your house if there's moisture? How does mold and fungi work?,"Intense heat or intense cold can shock mold spores to sprout mycelium. After Nagasaki and Hiroshima, the cities turned pink with aspergillus from the spores that were heat shocked by the firestorm and blast (and yes, some spores did survive the atomic blast). Taking room temp food covered with spores (think strawberries) and putting them in the fridge cold shocks the spores in to action too. The spores are everywhere ALL THE TIME.  And they don't like water. Aspergillus spores are football shaped and when water spalshes on them, they get spread all over by flying through the air end over end. I did genetic work on fungi in college and I watched this happen under the microscope (a dissecting stereoscope actually). It's very cool. In order to control where we put the spores, we used buffer solutions with a teeny amount of surfactant in them, a surfactant is soap.  The soap makes the spores stay suspended in the water. I use this secret to wash fruits that are prone to fungal infections like strawberries and blueberries. I fill my sink with lots of cold water (\~ 2-4 gal) and then add 3 drops of Dawn dishwashing liquid. Then I pour in the berries and swirl them around removing the overtly infected ones. Then I just pull the drain and get rid of the water and wash the spores down the drain. Then I spread the berries on a towel to dry. It makes my berries last a lot longer. Science makes cooking easy when you understand why we do certain things a certain way...",Doesn't this make your strawberries taste soapy though?,Related,How does the rapid expansion and contraction of mycelium contribute to the spread of mold spores?
3364,[ELI5] Why was ground effect pretty much banned in F1?,"It was deemed too dangerous. Ground effects give very strong downforce when they work ie there is little clearance and a good ""seal"". The big problem is that it has an almost digital effect - it is either working really well and then it doesn't work at all once the ""seal"" is broken. This was the old days when the seal was actually a flap along the side of the car.  The safety issue is that cars could go into corners REALLY fast with ground effect but if any unsettling occurs, say a slight bump on the road, the cars would immediately lose the ground effect and essentially take off (ie start to fly). There are several examples of that in F1 where the cars would start flying off the road and into competitors completely out of control.  Essentially, it was too unpredictable.","I thought that might have been a big part of it, but didn't realise it required a 'seal' that could unsettle the car like that when broken. With modern technology and track surfaces could it see a return to F1 in tracks such as Monza or Spa?",Strongly Related,What are some examples of high-speed cornering that ground effect could cause?
3364,[ELI5] Why was ground effect pretty much banned in F1?,"It was deemed too dangerous. Ground effects give very strong downforce when they work ie there is little clearance and a good ""seal"". The big problem is that it has an almost digital effect - it is either working really well and then it doesn't work at all once the ""seal"" is broken. This was the old days when the seal was actually a flap along the side of the car.  The safety issue is that cars could go into corners REALLY fast with ground effect but if any unsettling occurs, say a slight bump on the road, the cars would immediately lose the ground effect and essentially take off (ie start to fly). There are several examples of that in F1 where the cars would start flying off the road and into competitors completely out of control.  Essentially, it was too unpredictable.","I thought that might have been a big part of it, but didn't realise it required a 'seal' that could unsettle the car like that when broken. With modern technology and track surfaces could it see a return to F1 in tracks such as Monza or Spa?",Strongly Related,Why was ground effect considered too unpredictable for racing?
3364,[ELI5] Why was ground effect pretty much banned in F1?,"It was deemed too dangerous. Ground effects give very strong downforce when they work ie there is little clearance and a good ""seal"". The big problem is that it has an almost digital effect - it is either working really well and then it doesn't work at all once the ""seal"" is broken. This was the old days when the seal was actually a flap along the side of the car.  The safety issue is that cars could go into corners REALLY fast with ground effect but if any unsettling occurs, say a slight bump on the road, the cars would immediately lose the ground effect and essentially take off (ie start to fly). There are several examples of that in F1 where the cars would start flying off the road and into competitors completely out of control.  Essentially, it was too unpredictable.","I thought that might have been a big part of it, but didn't realise it required a 'seal' that could unsettle the car like that when broken. With modern technology and track surfaces could it see a return to F1 in tracks such as Monza or Spa?",Strongly Related,"Can you explain what is meant by ""dynamic control"" in the context of F1's ground effect?"
3364,[ELI5] Why was ground effect pretty much banned in F1?,"It was deemed too dangerous. Ground effects give very strong downforce when they work ie there is little clearance and a good ""seal"". The big problem is that it has an almost digital effect - it is either working really well and then it doesn't work at all once the ""seal"" is broken. This was the old days when the seal was actually a flap along the side of the car.  The safety issue is that cars could go into corners REALLY fast with ground effect but if any unsettling occurs, say a slight bump on the road, the cars would immediately lose the ground effect and essentially take off (ie start to fly). There are several examples of that in F1 where the cars would start flying off the road and into competitors completely out of control.  Essentially, it was too unpredictable.","I thought that might have been a big part of it, but didn't realise it required a 'seal' that could unsettle the car like that when broken. With modern technology and track surfaces could it see a return to F1 in tracks such as Monza or Spa?",Strongly Related,How did the lack of proper braking contribute to the safety of F1 drivers?
3364,[ELI5] Why was ground effect pretty much banned in F1?,"It was deemed too dangerous. Ground effects give very strong downforce when they work ie there is little clearance and a good ""seal"". The big problem is that it has an almost digital effect - it is either working really well and then it doesn't work at all once the ""seal"" is broken. This was the old days when the seal was actually a flap along the side of the car.  The safety issue is that cars could go into corners REALLY fast with ground effect but if any unsettling occurs, say a slight bump on the road, the cars would immediately lose the ground effect and essentially take off (ie start to fly). There are several examples of that in F1 where the cars would start flying off the road and into competitors completely out of control.  Essentially, it was too unpredictable.","I thought that might have been a big part of it, but didn't realise it required a 'seal' that could unsettle the car like that when broken. With modern technology and track surfaces could it see a return to F1 in tracks such as Monza or Spa?",Strongly Related,How did F1's design emphasize cornering speed over handling characteristics?
3365,ELI5 how do black holes have space to suck in big objects?,"Imagine stuffing a sponge into a small hole. The mass of the sponge is still there, but the space in between the bits of matter is eliminated.  All matter is a bit like a sponge, even things that look solid, like a metal bar. It has a lot of space between the actual bits of matter.",Does matter continue to exist in a black hole or does it get converted to pure energy (or something else?),Related,What is the significance of the vacuum of space in the structure of black holes?
3365,ELI5 how do black holes have space to suck in big objects?,"Imagine stuffing a sponge into a small hole. The mass of the sponge is still there, but the space in between the bits of matter is eliminated.  All matter is a bit like a sponge, even things that look solid, like a metal bar. It has a lot of space between the actual bits of matter.",Does matter continue to exist in a black hole or does it get converted to pure energy (or something else?),Related,How do black holes utilize gravitational lensing to create a vacuum?
3365,ELI5 how do black holes have space to suck in big objects?,"Imagine stuffing a sponge into a small hole. The mass of the sponge is still there, but the space in between the bits of matter is eliminated.  All matter is a bit like a sponge, even things that look solid, like a metal bar. It has a lot of space between the actual bits of matter.",Does matter continue to exist in a black hole or does it get converted to pure energy (or something else?),Related,In what ways do black holes utilize gravitational lensing to create space for objects?
3365,ELI5 how do black holes have space to suck in big objects?,"Imagine stuffing a sponge into a small hole. The mass of the sponge is still there, but the space in between the bits of matter is eliminated.  All matter is a bit like a sponge, even things that look solid, like a metal bar. It has a lot of space between the actual bits of matter.",Does matter continue to exist in a black hole or does it get converted to pure energy (or something else?),Related,What are some examples of materials that can be absorbed by black holes?
3366,Eli5: Can’t we just send our trash into the sun?,"It's not a terrible question, but you have to understand that it's really hard to get things out of earth's gravity.  Imagine lifting a garbage truck into space.   Space is only about 100 km away, but lifting things this far takes a huge amount of energy.  The equation for how much energy is simple, just mass (in grams) times the gravitational acceleration (10 m/s^(2)) times height in meters.  So if you want to lift a ton of garbage to space, you're looking at 1,000,000 g x 10 m/s^(2) x 100,000 meters = 1,000,000,000,000 (1 trillion) Joules of energy.  If we translate that into food, that becomes 239,000,000 kilocalories (same as dietary calories)  Basically this is the amount of energy used by about 120,000 humans in a day.  Or, put another way, 1 trillion joules is the amount of energy stored in 70 million aa batteries.  Now this is a simplification to get across the immense amounts of energy needed to get anything to space.  The actual energy requirements to get to the sun are much higher than this.","I see, then it would be even worse for us right? All that fuel would cause way more pollution? Would it be possible to convert some of that trash into fuel? Or some type of special fuel is required?",Strongly Related,What are the specific energy requirements for a spacecraft lifting tons of trash to the sun?
