id,question,answer,follow-up,relation,generated_follow_up
3100,ELI5: What makes electrons negative and protons positive?,"The choice of electrons as negative was *not* just arbitrary. When early experiments were done before electrons were discovered, it was shown that electricity moves from positive towards negative. This seems counterintuitive at first, because it's the electrons that are moving, right? So electrons are moving from negative to positive, but the *charge* is moving from positive to negative.  Imagine a long line of cars sitting at a red light. When the light turns green, the car at the front of the line moves first. Even though the cars are coming from the back and moving forward, the apparent movement of the *whole line* of cars starts at the front. If you couldn't see individual cars, and they were all the same color, you would see just one long line of *something*. When the first car moves, it would open up a gap or a *hole* behind that car, which the next car would move up to fill. If you were in a helicopter and you had very blurry vision, you'd probably notice that hole appearing to move.  Similarly, when electrons move they leave behind a positively charged ""hole"". Before any electron can move, there has to be a hole in font of it. And when you do math and make models and predictions, you can pretend that the hole acts like a positively charged particle, because it kind of moves around like one. Instead of an electron jumping around, it *looks* like there's a positively charged particle jumping around. Keep in mind that unlike cars, electrons don't slowly travel from one atom to the next: instead, they are around one atom, and then they just *are* at a different atom. They jump across the gap without appearing to move (although they do take time to get there). So without seeing the electrons move individually, it really does look like an overall positive charge is the thing moving.  Thus, early experiments showed that charge came from the end that they labeled as *positive*. After generations, the electron was found but by then the convention was already set, so electrons were stuck as being labeled *negative*. As for why charged particles have charge at all - it's an intrinsic part of the universe and how those particles interact with it. They just kind of...do.","I think I already had this question from before, but it was mostly because of [this video](https://youtu.be/TGUteH93xNo) (at around 3:30) that the question really stuck in my head. There, both negative and positive charges seemed to behave the same, the ""positive particles"" doing what you said about the cars, so I'm guessing the electricity generated was just a positive charge? I'd probably need to learn more about electricity in general to understand it completely",Related,"What is meant by the term ""hole"" in the context of electron movement?"
3100,ELI5: What makes electrons negative and protons positive?,"The choice of electrons as negative was *not* just arbitrary. When early experiments were done before electrons were discovered, it was shown that electricity moves from positive towards negative. This seems counterintuitive at first, because it's the electrons that are moving, right? So electrons are moving from negative to positive, but the *charge* is moving from positive to negative.  Imagine a long line of cars sitting at a red light. When the light turns green, the car at the front of the line moves first. Even though the cars are coming from the back and moving forward, the apparent movement of the *whole line* of cars starts at the front. If you couldn't see individual cars, and they were all the same color, you would see just one long line of *something*. When the first car moves, it would open up a gap or a *hole* behind that car, which the next car would move up to fill. If you were in a helicopter and you had very blurry vision, you'd probably notice that hole appearing to move.  Similarly, when electrons move they leave behind a positively charged ""hole"". Before any electron can move, there has to be a hole in font of it. And when you do math and make models and predictions, you can pretend that the hole acts like a positively charged particle, because it kind of moves around like one. Instead of an electron jumping around, it *looks* like there's a positively charged particle jumping around. Keep in mind that unlike cars, electrons don't slowly travel from one atom to the next: instead, they are around one atom, and then they just *are* at a different atom. They jump across the gap without appearing to move (although they do take time to get there). So without seeing the electrons move individually, it really does look like an overall positive charge is the thing moving.  Thus, early experiments showed that charge came from the end that they labeled as *positive*. After generations, the electron was found but by then the convention was already set, so electrons were stuck as being labeled *negative*. As for why charged particles have charge at all - it's an intrinsic part of the universe and how those particles interact with it. They just kind of...do.","I think I already had this question from before, but it was mostly because of [this video](https://youtu.be/TGUteH93xNo) (at around 3:30) that the question really stuck in my head. There, both negative and positive charges seemed to behave the same, the ""positive particles"" doing what you said about the cars, so I'm guessing the electricity generated was just a positive charge? I'd probably need to learn more about electricity in general to understand it completely",Related,How does the hole in an electron's nucleus affect its behavior?
3100,ELI5: What makes electrons negative and protons positive?,"The choice of electrons as negative was *not* just arbitrary. When early experiments were done before electrons were discovered, it was shown that electricity moves from positive towards negative. This seems counterintuitive at first, because it's the electrons that are moving, right? So electrons are moving from negative to positive, but the *charge* is moving from positive to negative.  Imagine a long line of cars sitting at a red light. When the light turns green, the car at the front of the line moves first. Even though the cars are coming from the back and moving forward, the apparent movement of the *whole line* of cars starts at the front. If you couldn't see individual cars, and they were all the same color, you would see just one long line of *something*. When the first car moves, it would open up a gap or a *hole* behind that car, which the next car would move up to fill. If you were in a helicopter and you had very blurry vision, you'd probably notice that hole appearing to move.  Similarly, when electrons move they leave behind a positively charged ""hole"". Before any electron can move, there has to be a hole in font of it. And when you do math and make models and predictions, you can pretend that the hole acts like a positively charged particle, because it kind of moves around like one. Instead of an electron jumping around, it *looks* like there's a positively charged particle jumping around. Keep in mind that unlike cars, electrons don't slowly travel from one atom to the next: instead, they are around one atom, and then they just *are* at a different atom. They jump across the gap without appearing to move (although they do take time to get there). So without seeing the electrons move individually, it really does look like an overall positive charge is the thing moving.  Thus, early experiments showed that charge came from the end that they labeled as *positive*. After generations, the electron was found but by then the convention was already set, so electrons were stuck as being labeled *negative*. As for why charged particles have charge at all - it's an intrinsic part of the universe and how those particles interact with it. They just kind of...do.","I think I already had this question from before, but it was mostly because of [this video](https://youtu.be/TGUteH93xNo) (at around 3:30) that the question really stuck in my head. There, both negative and positive charges seemed to behave the same, the ""positive particles"" doing what you said about the cars, so I'm guessing the electricity generated was just a positive charge? I'd probably need to learn more about electricity in general to understand it completely",Related,Can you explain how electric fields are generated by electron interactions?
3100,ELI5: What makes electrons negative and protons positive?,"The choice of electrons as negative was *not* just arbitrary. When early experiments were done before electrons were discovered, it was shown that electricity moves from positive towards negative. This seems counterintuitive at first, because it's the electrons that are moving, right? So electrons are moving from negative to positive, but the *charge* is moving from positive to negative.  Imagine a long line of cars sitting at a red light. When the light turns green, the car at the front of the line moves first. Even though the cars are coming from the back and moving forward, the apparent movement of the *whole line* of cars starts at the front. If you couldn't see individual cars, and they were all the same color, you would see just one long line of *something*. When the first car moves, it would open up a gap or a *hole* behind that car, which the next car would move up to fill. If you were in a helicopter and you had very blurry vision, you'd probably notice that hole appearing to move.  Similarly, when electrons move they leave behind a positively charged ""hole"". Before any electron can move, there has to be a hole in font of it. And when you do math and make models and predictions, you can pretend that the hole acts like a positively charged particle, because it kind of moves around like one. Instead of an electron jumping around, it *looks* like there's a positively charged particle jumping around. Keep in mind that unlike cars, electrons don't slowly travel from one atom to the next: instead, they are around one atom, and then they just *are* at a different atom. They jump across the gap without appearing to move (although they do take time to get there). So without seeing the electrons move individually, it really does look like an overall positive charge is the thing moving.  Thus, early experiments showed that charge came from the end that they labeled as *positive*. After generations, the electron was found but by then the convention was already set, so electrons were stuck as being labeled *negative*. As for why charged particles have charge at all - it's an intrinsic part of the universe and how those particles interact with it. They just kind of...do.","I think I already had this question from before, but it was mostly because of [this video](https://youtu.be/TGUteH93xNo) (at around 3:30) that the question really stuck in my head. There, both negative and positive charges seemed to behave the same, the ""positive particles"" doing what you said about the cars, so I'm guessing the electricity generated was just a positive charge? I'd probably need to learn more about electricity in general to understand it completely",Related,Why is it important for electrons to be trapped within an electron cage?
3101,"ELI5: In those social media campaigns where you have to like a post, follow some accounts and tag friends, how do they sort through all the data and pick winners?",It’s not much to sort through that excel can’t deal with. Not sure why you think it’s that complicated.   “Sweepstakes” like this have been around ages. You have a list of people and randomly choose one to win. Sweepstakes are very old.,"But how do they make sure every single person does every task? Especially when they give more than three and even 100s or more folks participate, it seems like a lot of tedious work. Unless there is some sort of bot that does it for you?",Related,What are some examples of automated algorithms used in social media campaigns?
3101,"ELI5: In those social media campaigns where you have to like a post, follow some accounts and tag friends, how do they sort through all the data and pick winners?",It’s not much to sort through that excel can’t deal with. Not sure why you think it’s that complicated.   “Sweepstakes” like this have been around ages. You have a list of people and randomly choose one to win. Sweepstakes are very old.,"But how do they make sure every single person does every task? Especially when they give more than three and even 100s or more folks participate, it seems like a lot of tedious work. Unless there is some sort of bot that does it for you?",Related,How do automated algorithms like botnets or algorithms improve the efficiency of random selection?
3101,"ELI5: In those social media campaigns where you have to like a post, follow some accounts and tag friends, how do they sort through all the data and pick winners?",It’s not much to sort through that excel can’t deal with. Not sure why you think it’s that complicated.   “Sweepstakes” like this have been around ages. You have a list of people and randomly choose one to win. Sweepstakes are very old.,"But how do they make sure every single person does every task? Especially when they give more than three and even 100s or more folks participate, it seems like a lot of tedious work. Unless there is some sort of bot that does it for you?",Related,How does data mining work in real-time for contests like these?
3101,"ELI5: In those social media campaigns where you have to like a post, follow some accounts and tag friends, how do they sort through all the data and pick winners?",It’s not much to sort through that excel can’t deal with. Not sure why you think it’s that complicated.   “Sweepstakes” like this have been around ages. You have a list of people and randomly choose one to win. Sweepstakes are very old.,"But how do they make sure every single person does every task? Especially when they give more than three and even 100s or more folks participate, it seems like a lot of tedious work. Unless there is some sort of bot that does it for you?",Related,Why is it important to keep data in a single place for automated selection?
3102,ELI5 How do we know how cold or hot something is in our known universe by satellite images alone? I know a little about Red Shift but that's about it.,"Red shift is part of the calculation so we get an accurate measure. Beyond that, it is just about color mostly. We can tell how hot a star is by the color output because different temperatures produce different colors (red for cold stars, blue for hot ones). We would just take the base value and “remove” the red shift by knowing its distance from us and how fast it is traveling and in what direction.",For stars would not just looking at the absorption band of hydrogen be a better way to directly determine the redshift?  If I am not mistaken looking and the redshift from the spectral line is the main way that the speed of a start is determined. So using it directly seems more convenient.,Related,What is the significance of the redshift in determining the temperature of stars?
3102,ELI5 How do we know how cold or hot something is in our known universe by satellite images alone? I know a little about Red Shift but that's about it.,"Red shift is part of the calculation so we get an accurate measure. Beyond that, it is just about color mostly. We can tell how hot a star is by the color output because different temperatures produce different colors (red for cold stars, blue for hot ones). We would just take the base value and “remove” the red shift by knowing its distance from us and how fast it is traveling and in what direction.",For stars would not just looking at the absorption band of hydrogen be a better way to directly determine the redshift?  If I am not mistaken looking and the redshift from the spectral line is the main way that the speed of a start is determined. So using it directly seems more convenient.,Related,How do infrared spectra contribute to our understanding of the temperature and pressure changes in the universe?
