id,question,answer,follow-up,relation,generated_follow_up
3460,eli5:How does sunscreen/sunblock/suntan lotion stop you from getting burned?,Answer:  there are two main methods.  First there’s the physical barrier of the layer of chemicals over the skin.  Zinc or titanium are the main ingredients that create a physical barrier between your skin and the suns rays. Next there are chemical sunscreens.  These chemicals bind with the UVA and UVB rays  and create a reaction that releases this energy without it affecting the skins cells.,So lotion must make you hotter then? The energy has to go somewhere?,Related,Why is zinc oxide important for the protection of the skin from harmful UV rays?
3460,eli5:How does sunscreen/sunblock/suntan lotion stop you from getting burned?,Answer:  there are two main methods.  First there’s the physical barrier of the layer of chemicals over the skin.  Zinc or titanium are the main ingredients that create a physical barrier between your skin and the suns rays. Next there are chemical sunscreens.  These chemicals bind with the UVA and UVB rays  and create a reaction that releases this energy without it affecting the skins cells.,So lotion must make you hotter then? The energy has to go somewhere?,Related,How does the chemical composition of sunscreens affect the interaction between the skin's microtubules and the sun's rays?
3460,eli5:How does sunscreen/sunblock/suntan lotion stop you from getting burned?,Answer:  there are two main methods.  First there’s the physical barrier of the layer of chemicals over the skin.  Zinc or titanium are the main ingredients that create a physical barrier between your skin and the suns rays. Next there are chemical sunscreens.  These chemicals bind with the UVA and UVB rays  and create a reaction that releases this energy without it affecting the skins cells.,So lotion must make you hotter then? The energy has to go somewhere?,Related,What are the main ingredients in sunscreen?
3461,"ELI5: If lightning takes the shortest path to the ground, why is it all jagged-like in the sky, and not a straight line?","How a lightning bolt (or any electric arc) forms:  1. Two opposite charge distributions build up in the clouds and ground, creating a voltage between the two and therefor an electric field distributed in the space between them.  2. In some area, usually near a sharp point in one of the charge distributions, the electric field exceeds the breakdown strength of air, stripping electrons from the air molecules and causing that area to become conductive.  3. Charge from the charge distribution flows into this area until it is at the same voltage. That small patch of volume is now a conductive extension of the charge distribution.  4. There is now the same voltage between the two charge distributions, and at a slightly smaller distance, further concentrating the electric field between the two, which will lead to further breakdown of the air.  5. This process repeats continuously until a full conductive path of ionized air is created between the charge distributions. At which point the entirety of the charge will flow and the two opposite charge distributions will neutralize each other. As the charge is depleted, the electric field will weaken, and no new paths will be formed, first path to ground wins.  So why is the path jagged?  If you took two metal plates, one at 0v and one at 12v, there would be an electric field evenly distributed between them. Now if you took a third plate at 0v and put it between the other two, the electric field would be concentrated between the middle plate and the 12v plate, the presence of the middle plate has deprived the outer 0v plate of its surrounding electric field.  It works similarly in lightning, streamers lower to the ground will block the progress of streamers above, streamers to the sides of other streamers will tend to redirect them away. Each one at any instant will progress in the direction of the strongest electric field, and they will influence each other’s electric fields to point away from each other.  The geometry of the charge distributions and the shape of the streamers at any instant during the process will ultimately determine the path of lightning.  The “path of least resistance” explanation is not true and this isn’t even rigorously well defined when you think about it. The charge distributions will build up along the surfaces facing each other, you could pick two points on these surfaces and find the path between them which has the smallest line integral of resistivity along it. But which two points? The answer will be different for different points. And the resistivity of the various sections of air is dynamically changing as the conductive path is being formed, so the path of least resistance is constantly changing too. Not to mention the resistivity of air should only be dependent on its temperature, pressure and humidity which will not vary so much for neighboring patches of air, so you wouldn’t expect such a jagged path if it was truly resistance driving the process. It would be a straight line or have a slight but smooth curve to account for the changing pressure, temperature and humidity as a function of altitude.  So it’s not the path of least resistance, it’s a complex result of the instantaneous geometry of the charge distributions and current locations of the other streamers which will guide a streamer in one direction or the other. I don’t think there is a simple way to characterize the path which lightning will ultimately take in any given situation.","So the streamers are being guided by the charge distributions, which keeps changing.  Or in other words, takes the path of least electrical resistance.  It sounded like you were literally explaining the path of least resistance, but then said ""path of least resistance is wrong""?",Related,"What is meant by the ""path of least resistance"" in the context of lightning?"
3461,"ELI5: If lightning takes the shortest path to the ground, why is it all jagged-like in the sky, and not a straight line?","How a lightning bolt (or any electric arc) forms:  1. Two opposite charge distributions build up in the clouds and ground, creating a voltage between the two and therefor an electric field distributed in the space between them.  2. In some area, usually near a sharp point in one of the charge distributions, the electric field exceeds the breakdown strength of air, stripping electrons from the air molecules and causing that area to become conductive.  3. Charge from the charge distribution flows into this area until it is at the same voltage. That small patch of volume is now a conductive extension of the charge distribution.  4. There is now the same voltage between the two charge distributions, and at a slightly smaller distance, further concentrating the electric field between the two, which will lead to further breakdown of the air.  5. This process repeats continuously until a full conductive path of ionized air is created between the charge distributions. At which point the entirety of the charge will flow and the two opposite charge distributions will neutralize each other. As the charge is depleted, the electric field will weaken, and no new paths will be formed, first path to ground wins.  So why is the path jagged?  If you took two metal plates, one at 0v and one at 12v, there would be an electric field evenly distributed between them. Now if you took a third plate at 0v and put it between the other two, the electric field would be concentrated between the middle plate and the 12v plate, the presence of the middle plate has deprived the outer 0v plate of its surrounding electric field.  It works similarly in lightning, streamers lower to the ground will block the progress of streamers above, streamers to the sides of other streamers will tend to redirect them away. Each one at any instant will progress in the direction of the strongest electric field, and they will influence each other’s electric fields to point away from each other.  The geometry of the charge distributions and the shape of the streamers at any instant during the process will ultimately determine the path of lightning.  The “path of least resistance” explanation is not true and this isn’t even rigorously well defined when you think about it. The charge distributions will build up along the surfaces facing each other, you could pick two points on these surfaces and find the path between them which has the smallest line integral of resistivity along it. But which two points? The answer will be different for different points. And the resistivity of the various sections of air is dynamically changing as the conductive path is being formed, so the path of least resistance is constantly changing too. Not to mention the resistivity of air should only be dependent on its temperature, pressure and humidity which will not vary so much for neighboring patches of air, so you wouldn’t expect such a jagged path if it was truly resistance driving the process. It would be a straight line or have a slight but smooth curve to account for the changing pressure, temperature and humidity as a function of altitude.  So it’s not the path of least resistance, it’s a complex result of the instantaneous geometry of the charge distributions and current locations of the other streamers which will guide a streamer in one direction or the other. I don’t think there is a simple way to characterize the path which lightning will ultimately take in any given situation.","So the streamers are being guided by the charge distributions, which keeps changing.  Or in other words, takes the path of least electrical resistance.  It sounded like you were literally explaining the path of least resistance, but then said ""path of least resistance is wrong""?",Related,What role does the angle of attack play in the formation of lightning?
3461,"ELI5: If lightning takes the shortest path to the ground, why is it all jagged-like in the sky, and not a straight line?","How a lightning bolt (or any electric arc) forms:  1. Two opposite charge distributions build up in the clouds and ground, creating a voltage between the two and therefor an electric field distributed in the space between them.  2. In some area, usually near a sharp point in one of the charge distributions, the electric field exceeds the breakdown strength of air, stripping electrons from the air molecules and causing that area to become conductive.  3. Charge from the charge distribution flows into this area until it is at the same voltage. That small patch of volume is now a conductive extension of the charge distribution.  4. There is now the same voltage between the two charge distributions, and at a slightly smaller distance, further concentrating the electric field between the two, which will lead to further breakdown of the air.  5. This process repeats continuously until a full conductive path of ionized air is created between the charge distributions. At which point the entirety of the charge will flow and the two opposite charge distributions will neutralize each other. As the charge is depleted, the electric field will weaken, and no new paths will be formed, first path to ground wins.  So why is the path jagged?  If you took two metal plates, one at 0v and one at 12v, there would be an electric field evenly distributed between them. Now if you took a third plate at 0v and put it between the other two, the electric field would be concentrated between the middle plate and the 12v plate, the presence of the middle plate has deprived the outer 0v plate of its surrounding electric field.  It works similarly in lightning, streamers lower to the ground will block the progress of streamers above, streamers to the sides of other streamers will tend to redirect them away. Each one at any instant will progress in the direction of the strongest electric field, and they will influence each other’s electric fields to point away from each other.  The geometry of the charge distributions and the shape of the streamers at any instant during the process will ultimately determine the path of lightning.  The “path of least resistance” explanation is not true and this isn’t even rigorously well defined when you think about it. The charge distributions will build up along the surfaces facing each other, you could pick two points on these surfaces and find the path between them which has the smallest line integral of resistivity along it. But which two points? The answer will be different for different points. And the resistivity of the various sections of air is dynamically changing as the conductive path is being formed, so the path of least resistance is constantly changing too. Not to mention the resistivity of air should only be dependent on its temperature, pressure and humidity which will not vary so much for neighboring patches of air, so you wouldn’t expect such a jagged path if it was truly resistance driving the process. It would be a straight line or have a slight but smooth curve to account for the changing pressure, temperature and humidity as a function of altitude.  So it’s not the path of least resistance, it’s a complex result of the instantaneous geometry of the charge distributions and current locations of the other streamers which will guide a streamer in one direction or the other. I don’t think there is a simple way to characterize the path which lightning will ultimately take in any given situation.","So the streamers are being guided by the charge distributions, which keeps changing.  Or in other words, takes the path of least electrical resistance.  It sounded like you were literally explaining the path of least resistance, but then said ""path of least resistance is wrong""?",Related,How do streamers lower to the ground influence lightning's trajectory?
3462,ELI5:Why did people think there could be a minimum number of moves in which a Rubrik's cube could always be solve?,"It’s simple group theory. There’s only six moves on a cube, and you can work out the maximum number of them it would take to move any square to any other square.",Why are there only 6 moves?,Slightly Related,What is the significance of the six moves in solving Rubrik's cube?
3462,ELI5:Why did people think there could be a minimum number of moves in which a Rubrik's cube could always be solve?,"It’s simple group theory. There’s only six moves on a cube, and you can work out the maximum number of them it would take to move any square to any other square.",Why are there only 6 moves?,Slightly Related,Why was it important for mathematicians to study the Rubrik's cube closely?
3462,ELI5:Why did people think there could be a minimum number of moves in which a Rubrik's cube could always be solve?,"It’s simple group theory. There’s only six moves on a cube, and you can work out the maximum number of them it would take to move any square to any other square.",Why are there only 6 moves?,Slightly Related,What are some examples of solutions that have been proven using this approach?
3463,Eli5: Why did people taste metal in their mouths at Chernobyl during the disaster?,"The taste that we associate with metal is actually your brain's generic error response to nonsensical taste information coming from your mouth.  Anything that causes the neurons in your taste buds to begin firing off randomly will produce a metal taste.  The reason that we associate the taste with metal is because the most common way to cause temporary dysfunction in your taste buds is by putting something made out of metal in your mouth.  Metal itself has no taste.  When you put a metal object in your mouth you're creating an environment that is very similar to a weak battery.  This creates a very slight electrical current within your mouth, triggering the neurons in your taste buds to malfunction.  Your brain doesn't doesn't know how to process that information and you end up tasting ""error"".    The reason that we associate the taste of ""error"" with that of metal is because sticking something metal in your mouth is a pretty common occurrence for most kids - so its pretty likely that the first time you taste ""error"" will be the result of putting metal in your mouth.  There isn't a whole lot other than metal that will produce an error taste, so because the only experience most people will have had with the taste is sticking a metal object in their mouth, they associate the taste with metal.  One of the few other things that will cause the taste buds in your mouth to malfunction is high levels of radiation.  That radiation both  directly damages the taste buds and has an interaction with your saliva that creates a slight electrical current in your mouth.  The end result is that your taste buds begin firing off randomly and generate the ""error"" taste that people typically associate with metal.",This is super interesting. Just curious if you by chance have any idea why you also get that taste when you're given IV fluids?,Related,What are the specific sensory regions in the mouth affected by radiation exposure that are affected by the Chernobyl disaster?
