id,question,answer,follow-up,relation,generated_follow_up
3350,ELI5: How does a 24th chromosome work?,Down syndrome is only when it is an extra 21st chromosome. There are other trisomies (extra chromosomes so there are 3 instead of 2) that cause other syndromes. Several of them typically cause miscarriage or infant death. Some aren't as serious. None cause enhanced abilities.,"So just to clarify, its not really a 24th chromosome pair and more of a 47th chromosome?  Also if theres no enhanced abilites, how do you explain my dong! yeah haha gottem! Gg",Related,What are some other trisomies besides Down syndrome?
3350,ELI5: How does a 24th chromosome work?,Down syndrome is only when it is an extra 21st chromosome. There are other trisomies (extra chromosomes so there are 3 instead of 2) that cause other syndromes. Several of them typically cause miscarriage or infant death. Some aren't as serious. None cause enhanced abilities.,"So just to clarify, its not really a 24th chromosome pair and more of a 47th chromosome?  Also if theres no enhanced abilites, how do you explain my dong! yeah haha gottem! Gg",Related,How does the presence of an extra 21st chromosome affect the immune system?
3350,ELI5: How does a 24th chromosome work?,Down syndrome is only when it is an extra 21st chromosome. There are other trisomies (extra chromosomes so there are 3 instead of 2) that cause other syndromes. Several of them typically cause miscarriage or infant death. Some aren't as serious. None cause enhanced abilities.,"So just to clarify, its not really a 24th chromosome pair and more of a 47th chromosome?  Also if theres no enhanced abilites, how do you explain my dong! yeah haha gottem! Gg",Related,Can you explain the role of the extra 21st chromosome in Down syndrome?
3351,ELI5: How does a 24th chromosome work?,"An embryo with one or more extra chromosomes doesn't just get entirely new ones with genes that the average person doesn't have. Rather, one of the chromosomes that we all have a pair of gets an extra copy, so the embryo has three instead of the regular two.   For most chromosomes, if you have three instead of two, it doesn't lead to viable embryo. The child will die either in the uterus, or at a young age. For some chromosomes, the ""damage"" is less severe, and the child will survive, but may have health problems, including often a reduced life expectancy. Down syndrome, for instance, is caused by a *trisomy* (three chromosome copies) of the 21st chromosome (we all have 23 chromosome pairs that scientists have labeled with numbers 1-23).  Down syndrome is always caused by trisomy of the 21st chromosome, but there are other trisomies that are compatible with life and lead to different symptoms, such as trisomy 18 (Edwards syndrome) and trisomy 13 (Patau syndrome). The latter is more severe and often results in miscarriage too, but some fetuses do survive.   For sex chromosomes, i.e. X and Y, typical females have a pair, XX, while typical males have two different copies, XY. You can have trisomy of these sex chromosomes too, leading to combinations like XXX, XXY or XYY. These trisomies are often more benign and not always associated with (noticeable) symptoms, to the point where people may live their lives not knowing they have three sex chromosomes until it happens to come up in a genetic test.","When someone has a third copy of a chromosome, is that because one of the chromosome splits or is it just a third copy. Also, do we know the reason why this happens or is it a random event?",Related,What are the potential consequences of having trisomy in sex chromosomes?
3351,ELI5: How does a 24th chromosome work?,"An embryo with one or more extra chromosomes doesn't just get entirely new ones with genes that the average person doesn't have. Rather, one of the chromosomes that we all have a pair of gets an extra copy, so the embryo has three instead of the regular two.   For most chromosomes, if you have three instead of two, it doesn't lead to viable embryo. The child will die either in the uterus, or at a young age. For some chromosomes, the ""damage"" is less severe, and the child will survive, but may have health problems, including often a reduced life expectancy. Down syndrome, for instance, is caused by a *trisomy* (three chromosome copies) of the 21st chromosome (we all have 23 chromosome pairs that scientists have labeled with numbers 1-23).  Down syndrome is always caused by trisomy of the 21st chromosome, but there are other trisomies that are compatible with life and lead to different symptoms, such as trisomy 18 (Edwards syndrome) and trisomy 13 (Patau syndrome). The latter is more severe and often results in miscarriage too, but some fetuses do survive.   For sex chromosomes, i.e. X and Y, typical females have a pair, XX, while typical males have two different copies, XY. You can have trisomy of these sex chromosomes too, leading to combinations like XXX, XXY or XYY. These trisomies are often more benign and not always associated with (noticeable) symptoms, to the point where people may live their lives not knowing they have three sex chromosomes until it happens to come up in a genetic test.","When someone has a third copy of a chromosome, is that because one of the chromosome splits or is it just a third copy. Also, do we know the reason why this happens or is it a random event?",Related,Are there any specific conditions that can arise from having multiple copies of a chromosome in an embryo?
3351,ELI5: How does a 24th chromosome work?,"An embryo with one or more extra chromosomes doesn't just get entirely new ones with genes that the average person doesn't have. Rather, one of the chromosomes that we all have a pair of gets an extra copy, so the embryo has three instead of the regular two.   For most chromosomes, if you have three instead of two, it doesn't lead to viable embryo. The child will die either in the uterus, or at a young age. For some chromosomes, the ""damage"" is less severe, and the child will survive, but may have health problems, including often a reduced life expectancy. Down syndrome, for instance, is caused by a *trisomy* (three chromosome copies) of the 21st chromosome (we all have 23 chromosome pairs that scientists have labeled with numbers 1-23).  Down syndrome is always caused by trisomy of the 21st chromosome, but there are other trisomies that are compatible with life and lead to different symptoms, such as trisomy 18 (Edwards syndrome) and trisomy 13 (Patau syndrome). The latter is more severe and often results in miscarriage too, but some fetuses do survive.   For sex chromosomes, i.e. X and Y, typical females have a pair, XX, while typical males have two different copies, XY. You can have trisomy of these sex chromosomes too, leading to combinations like XXX, XXY or XYY. These trisomies are often more benign and not always associated with (noticeable) symptoms, to the point where people may live their lives not knowing they have three sex chromosomes until it happens to come up in a genetic test.","When someone has a third copy of a chromosome, is that because one of the chromosome splits or is it just a third copy. Also, do we know the reason why this happens or is it a random event?",Related,How does having an extra chromosome affect the immune system?
3351,ELI5: How does a 24th chromosome work?,"An embryo with one or more extra chromosomes doesn't just get entirely new ones with genes that the average person doesn't have. Rather, one of the chromosomes that we all have a pair of gets an extra copy, so the embryo has three instead of the regular two.   For most chromosomes, if you have three instead of two, it doesn't lead to viable embryo. The child will die either in the uterus, or at a young age. For some chromosomes, the ""damage"" is less severe, and the child will survive, but may have health problems, including often a reduced life expectancy. Down syndrome, for instance, is caused by a *trisomy* (three chromosome copies) of the 21st chromosome (we all have 23 chromosome pairs that scientists have labeled with numbers 1-23).  Down syndrome is always caused by trisomy of the 21st chromosome, but there are other trisomies that are compatible with life and lead to different symptoms, such as trisomy 18 (Edwards syndrome) and trisomy 13 (Patau syndrome). The latter is more severe and often results in miscarriage too, but some fetuses do survive.   For sex chromosomes, i.e. X and Y, typical females have a pair, XX, while typical males have two different copies, XY. You can have trisomy of these sex chromosomes too, leading to combinations like XXX, XXY or XYY. These trisomies are often more benign and not always associated with (noticeable) symptoms, to the point where people may live their lives not knowing they have three sex chromosomes until it happens to come up in a genetic test.","When someone has a third copy of a chromosome, is that because one of the chromosome splits or is it just a third copy. Also, do we know the reason why this happens or is it a random event?",Related,What is polygenic inheritance?
3351,ELI5: How does a 24th chromosome work?,"An embryo with one or more extra chromosomes doesn't just get entirely new ones with genes that the average person doesn't have. Rather, one of the chromosomes that we all have a pair of gets an extra copy, so the embryo has three instead of the regular two.   For most chromosomes, if you have three instead of two, it doesn't lead to viable embryo. The child will die either in the uterus, or at a young age. For some chromosomes, the ""damage"" is less severe, and the child will survive, but may have health problems, including often a reduced life expectancy. Down syndrome, for instance, is caused by a *trisomy* (three chromosome copies) of the 21st chromosome (we all have 23 chromosome pairs that scientists have labeled with numbers 1-23).  Down syndrome is always caused by trisomy of the 21st chromosome, but there are other trisomies that are compatible with life and lead to different symptoms, such as trisomy 18 (Edwards syndrome) and trisomy 13 (Patau syndrome). The latter is more severe and often results in miscarriage too, but some fetuses do survive.   For sex chromosomes, i.e. X and Y, typical females have a pair, XX, while typical males have two different copies, XY. You can have trisomy of these sex chromosomes too, leading to combinations like XXX, XXY or XYY. These trisomies are often more benign and not always associated with (noticeable) symptoms, to the point where people may live their lives not knowing they have three sex chromosomes until it happens to come up in a genetic test.","When someone has a third copy of a chromosome, is that because one of the chromosome splits or is it just a third copy. Also, do we know the reason why this happens or is it a random event?",Related,Why might some fetuses survive trisomy-13 and trisomies in Down syndrome?
3352,"ELI5 Crypto is software, code. Isn't it hosted on a server somewhere on the world? Break the computer, break the crypto?","Cryptocurrency isn't code. Bitcoin, to simplify, is a pair of numbers that can be found by guessing a random pair of numbers, then operating some lengthy mathematical operation on those numbers to detect a special property. When found, that number pair constitutes a unit of currency. One then reports that pair to the centralized servers which share that report. One number is kept private, the other shared. By virtue of the mathematical operation, strangers cannot guess your private number from the reported, public, number from the pair you've found. To exchange currency, you again perform some operation on your numbers that can only be done if somebody knows the secret portion of your number pair. The results of that operation are reported publicly which transfers the unit of currency to the other person. That exchange mechanism is called blockchain. Locating number pairs is called mining. Number pairs are bitcoins.",So you mean that what everyone is bidding on and investing in is a plethora of different pairs of mumbers?,Strongly Related,How does the decentralized nature of decentralized networks contribute to the security of crypto?
3352,"ELI5 Crypto is software, code. Isn't it hosted on a server somewhere on the world? Break the computer, break the crypto?","Cryptocurrency isn't code. Bitcoin, to simplify, is a pair of numbers that can be found by guessing a random pair of numbers, then operating some lengthy mathematical operation on those numbers to detect a special property. When found, that number pair constitutes a unit of currency. One then reports that pair to the centralized servers which share that report. One number is kept private, the other shared. By virtue of the mathematical operation, strangers cannot guess your private number from the reported, public, number from the pair you've found. To exchange currency, you again perform some operation on your numbers that can only be done if somebody knows the secret portion of your number pair. The results of that operation are reported publicly which transfers the unit of currency to the other person. That exchange mechanism is called blockchain. Locating number pairs is called mining. Number pairs are bitcoins.",So you mean that what everyone is bidding on and investing in is a plethora of different pairs of mumbers?,Strongly Related,What are centralized servers and how do they function in the centralized network of crypto?
