id,question,answer,follow-up,relation,generated_follow_up
3110,ELI5: Why no trucks in the left lane?,"Trucks= 18 wheelers, semis, tractor trailers. Left lane is for passing only even though this really isn't followed. It's mostly a safety issue that they shouldnt be passing other vehicles when they can haul around 40,000 lbs maybe even more, not sure on what the heaviest would be. They're slower, take longer to stop and considerably more dangerous than a typical vehicle",does them being on the left side have any indication as to the integrity of those roadways or just a a general rule of thumb that left is for passing ?,Strongly Related,What are the potential consequences of trucks blocking the left lane on multi-lane roads?
3110,ELI5: Why no trucks in the left lane?,"Trucks= 18 wheelers, semis, tractor trailers. Left lane is for passing only even though this really isn't followed. It's mostly a safety issue that they shouldnt be passing other vehicles when they can haul around 40,000 lbs maybe even more, not sure on what the heaviest would be. They're slower, take longer to stop and considerably more dangerous than a typical vehicle",does them being on the left side have any indication as to the integrity of those roadways or just a a general rule of thumb that left is for passing ?,Strongly Related,How does left lane usage contribute to overall road safety?
3110,ELI5: Why no trucks in the left lane?,"Trucks= 18 wheelers, semis, tractor trailers. Left lane is for passing only even though this really isn't followed. It's mostly a safety issue that they shouldnt be passing other vehicles when they can haul around 40,000 lbs maybe even more, not sure on what the heaviest would be. They're slower, take longer to stop and considerably more dangerous than a typical vehicle",does them being on the left side have any indication as to the integrity of those roadways or just a a general rule of thumb that left is for passing ?,Strongly Related,Why is it important for trucks to follow traffic laws equally?
3110,ELI5: Why no trucks in the left lane?,"Trucks= 18 wheelers, semis, tractor trailers. Left lane is for passing only even though this really isn't followed. It's mostly a safety issue that they shouldnt be passing other vehicles when they can haul around 40,000 lbs maybe even more, not sure on what the heaviest would be. They're slower, take longer to stop and considerably more dangerous than a typical vehicle",does them being on the left side have any indication as to the integrity of those roadways or just a a general rule of thumb that left is for passing ?,Strongly Related,Can you explain how slower vehicles affect the overall driving experience when trucks are in the left lane?
3111,ELI5: Fell in the Demon Core hole. Why would the two beryllium sphere make the core safe when an inch apart? Wouldn't plutonium constantly be emitting radiation regardless?,">Wouldn't plutonium constantly be emitting radiation regardless?  Yes, but most of that goes away from the plutonium core. Adding the beryllium reflects the neutrons back towards it, and that's what pushes the arrangement into supercriticality. The gap in the sphere is enough to let enough neutrons escape that the reaction isn't self-sustaining.",So in comparison the Cesium-137 from the Brazil accident was always in supercriticality?,Slightly Related,What is the role of beryllium in the containment of the plutonium core?
3111,ELI5: Fell in the Demon Core hole. Why would the two beryllium sphere make the core safe when an inch apart? Wouldn't plutonium constantly be emitting radiation regardless?,">Wouldn't plutonium constantly be emitting radiation regardless?  Yes, but most of that goes away from the plutonium core. Adding the beryllium reflects the neutrons back towards it, and that's what pushes the arrangement into supercriticality. The gap in the sphere is enough to let enough neutrons escape that the reaction isn't self-sustaining.",So in comparison the Cesium-137 from the Brazil accident was always in supercriticality?,Slightly Related,"Wouldn't plutonium constantly be emitting radiation regardless?  Yes, but most of that goes away from the plutonium core.   Is that why the core is so cold?"
3111,ELI5: Fell in the Demon Core hole. Why would the two beryllium sphere make the core safe when an inch apart? Wouldn't plutonium constantly be emitting radiation regardless?,">Wouldn't plutonium constantly be emitting radiation regardless?  Yes, but most of that goes away from the plutonium core. Adding the beryllium reflects the neutrons back towards it, and that's what pushes the arrangement into supercriticality. The gap in the sphere is enough to let enough neutrons escape that the reaction isn't self-sustaining.",So in comparison the Cesium-137 from the Brazil accident was always in supercriticality?,Slightly Related,"Can you explain what is meant by ""thermal-resistant materials"" in the context of nuclear reactors?"
3111,ELI5: Fell in the Demon Core hole. Why would the two beryllium sphere make the core safe when an inch apart? Wouldn't plutonium constantly be emitting radiation regardless?,">Wouldn't plutonium constantly be emitting radiation regardless?  Yes, but most of that goes away from the plutonium core. Adding the beryllium reflects the neutrons back towards it, and that's what pushes the arrangement into supercriticality. The gap in the sphere is enough to let enough neutrons escape that the reaction isn't self-sustaining.",So in comparison the Cesium-137 from the Brazil accident was always in supercriticality?,Slightly Related,How does the containment zone within the beryllium sphere contribute to safety?
3111,ELI5: Fell in the Demon Core hole. Why would the two beryllium sphere make the core safe when an inch apart? Wouldn't plutonium constantly be emitting radiation regardless?,">Wouldn't plutonium constantly be emitting radiation regardless?  Yes, but most of that goes away from the plutonium core. Adding the beryllium reflects the neutrons back towards it, and that's what pushes the arrangement into supercriticality. The gap in the sphere is enough to let enough neutrons escape that the reaction isn't self-sustaining.",So in comparison the Cesium-137 from the Brazil accident was always in supercriticality?,Slightly Related,How do high-energy collisions within the core contribute to its safety?
3112,ELI5: Fell in the Demon Core hole. Why would the two beryllium sphere make the core safe when an inch apart? Wouldn't plutonium constantly be emitting radiation regardless?,"It is constantly radiating, yes. But the two spheres act like mirrors that focus it back into the core, exciting more fission.  Keeping the spheres separated with a screwdriver just a little bit allows a small amount of that radiation to leak out instead of getting reflected back in. Just enough to keep the core *juuuuuust* below its ""you fucked up"" point.  You could probably think of the demon core like a big steam boiler building up lots of pressure, and the screwdriver holding the hemispheres apart like holding a bleed valve open slightly. You're trying to keep that thing at a very specific pressure close to the boiler's breaking point, because you're trying to measure how the boiler behaves when it's really close to failure. But if you slip and lose grip on the bleed valve, pressure will build up almost instantly and the boiler will explode, killing you.  The demon core wouldn't actually explode like the nuclear bombs you think of, though. It would mostly just flash very hot very briefly. But in that instant it will have poisoned you with enough radiation to have you dead within two weeks of the incident. Three people have already died this way.",So in comparison. The Cesium-137 from  the Brazil is simply that much more radioactive than a plutonium core?,Related,What is the significance of the beryllium sphere in the containment of the core?
3112,ELI5: Fell in the Demon Core hole. Why would the two beryllium sphere make the core safe when an inch apart? Wouldn't plutonium constantly be emitting radiation regardless?,"It is constantly radiating, yes. But the two spheres act like mirrors that focus it back into the core, exciting more fission.  Keeping the spheres separated with a screwdriver just a little bit allows a small amount of that radiation to leak out instead of getting reflected back in. Just enough to keep the core *juuuuuust* below its ""you fucked up"" point.  You could probably think of the demon core like a big steam boiler building up lots of pressure, and the screwdriver holding the hemispheres apart like holding a bleed valve open slightly. You're trying to keep that thing at a very specific pressure close to the boiler's breaking point, because you're trying to measure how the boiler behaves when it's really close to failure. But if you slip and lose grip on the bleed valve, pressure will build up almost instantly and the boiler will explode, killing you.  The demon core wouldn't actually explode like the nuclear bombs you think of, though. It would mostly just flash very hot very briefly. But in that instant it will have poisoned you with enough radiation to have you dead within two weeks of the incident. Three people have already died this way.",So in comparison. The Cesium-137 from  the Brazil is simply that much more radioactive than a plutonium core?,Related,Why are beryllium spheres considered highly ionizing?
3112,ELI5: Fell in the Demon Core hole. Why would the two beryllium sphere make the core safe when an inch apart? Wouldn't plutonium constantly be emitting radiation regardless?,"It is constantly radiating, yes. But the two spheres act like mirrors that focus it back into the core, exciting more fission.  Keeping the spheres separated with a screwdriver just a little bit allows a small amount of that radiation to leak out instead of getting reflected back in. Just enough to keep the core *juuuuuust* below its ""you fucked up"" point.  You could probably think of the demon core like a big steam boiler building up lots of pressure, and the screwdriver holding the hemispheres apart like holding a bleed valve open slightly. You're trying to keep that thing at a very specific pressure close to the boiler's breaking point, because you're trying to measure how the boiler behaves when it's really close to failure. But if you slip and lose grip on the bleed valve, pressure will build up almost instantly and the boiler will explode, killing you.  The demon core wouldn't actually explode like the nuclear bombs you think of, though. It would mostly just flash very hot very briefly. But in that instant it will have poisoned you with enough radiation to have you dead within two weeks of the incident. Three people have already died this way.",So in comparison. The Cesium-137 from  the Brazil is simply that much more radioactive than a plutonium core?,Related,Can you explain how the containment mechanisms within the core help prevent uncontrolled fission?
3113,ELI5: why is it possible to see something break through the sound barrier?,"What you're seeing is called a vapor cone, and it is *not* inherently related to supersonic flight.  All that's happening is that you have shock waves and expansion fans caused by the hard surfaces of the aircraft as it moves through the air; the shockwaves compress the air (causing the water in the air to condense into a visible cloud), and then the expansion fan rapidly returns the compressed air to ambient(ish) conditions (causing the water to evaporate again).  It's generally a sign of a plane entering the *transonic* regime (e.g. Ma 0.7 to 0.9), but while it's an indication that a plane is certainly traveling fast, it's not necessarily evidence that they've actually hit Ma 1.0 or higher.",How often do you get a vapor cone pop into existence without the inevitable sonic boom that follows? Every time I have seen a vapor cone it has been followed by a sonic boom.  That may just be a coincidence of the planes accelerating through the sound barrier.,Related,How do shock waves and expansion fans contribute to the formation of a vapor cone?
3113,ELI5: why is it possible to see something break through the sound barrier?,"What you're seeing is called a vapor cone, and it is *not* inherently related to supersonic flight.  All that's happening is that you have shock waves and expansion fans caused by the hard surfaces of the aircraft as it moves through the air; the shockwaves compress the air (causing the water in the air to condense into a visible cloud), and then the expansion fan rapidly returns the compressed air to ambient(ish) conditions (causing the water to evaporate again).  It's generally a sign of a plane entering the *transonic* regime (e.g. Ma 0.7 to 0.9), but while it's an indication that a plane is certainly traveling fast, it's not necessarily evidence that they've actually hit Ma 1.0 or higher.",How often do you get a vapor cone pop into existence without the inevitable sonic boom that follows? Every time I have seen a vapor cone it has been followed by a sonic boom.  That may just be a coincidence of the planes accelerating through the sound barrier.,Related,What is the significance of the transition temperature range mentioned in the context of subsonic flight?
3113,ELI5: why is it possible to see something break through the sound barrier?,"What you're seeing is called a vapor cone, and it is *not* inherently related to supersonic flight.  All that's happening is that you have shock waves and expansion fans caused by the hard surfaces of the aircraft as it moves through the air; the shockwaves compress the air (causing the water in the air to condense into a visible cloud), and then the expansion fan rapidly returns the compressed air to ambient(ish) conditions (causing the water to evaporate again).  It's generally a sign of a plane entering the *transonic* regime (e.g. Ma 0.7 to 0.9), but while it's an indication that a plane is certainly traveling fast, it's not necessarily evidence that they've actually hit Ma 1.0 or higher.",How often do you get a vapor cone pop into existence without the inevitable sonic boom that follows? Every time I have seen a vapor cone it has been followed by a sonic boom.  That may just be a coincidence of the planes accelerating through the sound barrier.,Related,Can you explain how the concept of a transonic regime applies to supersonic flight?
