id,question,answer,follow-up,relation,generated_follow_up
3120,"Eli5 - I recently read an article stating all human life began in Africa and branched out, but if thats 100% true, why are there different races??","This is a common question here. Humans are constantly evolving still today. In Africa dark skin helped prevent sun burn and skin cancer. When people migrated north there was less sun so that wasn’t as much of a concern, but a lack of vitamin D made white skin more useful. With languages and general face shapes that just happens because isolated groups of people slowly have random changes that add up over time.","I think the hard thing for me to come to terms with is that, in school inwas taught evolution and adaptation takes millions if years, how did we do it so fast?",Strongly Related,What are some examples of geographic barriers that contributed to different racial groups?
3120,"Eli5 - I recently read an article stating all human life began in Africa and branched out, but if thats 100% true, why are there different races??","This is a common question here. Humans are constantly evolving still today. In Africa dark skin helped prevent sun burn and skin cancer. When people migrated north there was less sun so that wasn’t as much of a concern, but a lack of vitamin D made white skin more useful. With languages and general face shapes that just happens because isolated groups of people slowly have random changes that add up over time.","I think the hard thing for me to come to terms with is that, in school inwas taught evolution and adaptation takes millions if years, how did we do it so fast?",Strongly Related,How did migration patterns influence the genetic diversity of early humans?
3120,"Eli5 - I recently read an article stating all human life began in Africa and branched out, but if thats 100% true, why are there different races??","This is a common question here. Humans are constantly evolving still today. In Africa dark skin helped prevent sun burn and skin cancer. When people migrated north there was less sun so that wasn’t as much of a concern, but a lack of vitamin D made white skin more useful. With languages and general face shapes that just happens because isolated groups of people slowly have random changes that add up over time.","I think the hard thing for me to come to terms with is that, in school inwas taught evolution and adaptation takes millions if years, how did we do it so fast?",Strongly Related,Can you explain how geographic isolation contributed to the development of distinct racial groups?
3120,"Eli5 - I recently read an article stating all human life began in Africa and branched out, but if thats 100% true, why are there different races??","This is a common question here. Humans are constantly evolving still today. In Africa dark skin helped prevent sun burn and skin cancer. When people migrated north there was less sun so that wasn’t as much of a concern, but a lack of vitamin D made white skin more useful. With languages and general face shapes that just happens because isolated groups of people slowly have random changes that add up over time.","I think the hard thing for me to come to terms with is that, in school inwas taught evolution and adaptation takes millions if years, how did we do it so fast?",Strongly Related,Why is the genetic makeup of individuals so diverse?
3121,ELI5: Why can't we dispose of non recyclables in a volcano?,"They would burn up and the fumes would be released into the atmosphere. If we are going to burn the rubbish anwyay, we might as well save the expense of shipping it to the nearest volcano (which might be on a different continent) and the danger to the people doing the dumping, and just burn it in an incinerator.  Burning it in an incinerator allows us to use the energy produced by the fire to power the electrical grid, and have filtration systems to remove the more harmful/toxic fumes produced.",Do we do that now? That seems better than the giant piles I drive by in Florida on my visits,Slightly Related,Why is it important to have filtration systems in incinerators to remove harmful and toxic fumes?
3121,ELI5: Why can't we dispose of non recyclables in a volcano?,"They would burn up and the fumes would be released into the atmosphere. If we are going to burn the rubbish anwyay, we might as well save the expense of shipping it to the nearest volcano (which might be on a different continent) and the danger to the people doing the dumping, and just burn it in an incinerator.  Burning it in an incinerator allows us to use the energy produced by the fire to power the electrical grid, and have filtration systems to remove the more harmful/toxic fumes produced.",Do we do that now? That seems better than the giant piles I drive by in Florida on my visits,Slightly Related,What are the potential health risks associated with the disposal of non recyclables in a volcano?
3121,ELI5: Why can't we dispose of non recyclables in a volcano?,"They would burn up and the fumes would be released into the atmosphere. If we are going to burn the rubbish anwyay, we might as well save the expense of shipping it to the nearest volcano (which might be on a different continent) and the danger to the people doing the dumping, and just burn it in an incinerator.  Burning it in an incinerator allows us to use the energy produced by the fire to power the electrical grid, and have filtration systems to remove the more harmful/toxic fumes produced.",Do we do that now? That seems better than the giant piles I drive by in Florida on my visits,Slightly Related,How does pollution from non recyclables affect human health and ecosystems?
3121,ELI5: Why can't we dispose of non recyclables in a volcano?,"They would burn up and the fumes would be released into the atmosphere. If we are going to burn the rubbish anwyay, we might as well save the expense of shipping it to the nearest volcano (which might be on a different continent) and the danger to the people doing the dumping, and just burn it in an incinerator.  Burning it in an incinerator allows us to use the energy produced by the fire to power the electrical grid, and have filtration systems to remove the more harmful/toxic fumes produced.",Do we do that now? That seems better than the giant piles I drive by in Florida on my visits,Slightly Related,In what ways can volcanic eruptions affect human lives and ecosystems?
3121,ELI5: Why can't we dispose of non recyclables in a volcano?,"They would burn up and the fumes would be released into the atmosphere. If we are going to burn the rubbish anwyay, we might as well save the expense of shipping it to the nearest volcano (which might be on a different continent) and the danger to the people doing the dumping, and just burn it in an incinerator.  Burning it in an incinerator allows us to use the energy produced by the fire to power the electrical grid, and have filtration systems to remove the more harmful/toxic fumes produced.",Do we do that now? That seems better than the giant piles I drive by in Florida on my visits,Slightly Related,"Can you explain what is meant by ""aerobic decomposition"""
3122,ELI5: How oil contamination makes paper transparent?,"Water and oil are transparent. Wood, aka paper, can hold more than its weight in water or oil. So when it soaks the paper it becomes partly water, which is see through, and spreads out the internal layers of the paper. Light passes through the combination of the two because it finds a path through the water or oil swelled layers of wood. Ish","So you mean having a liquid substance in between the holes of paper helps light to [reflect](https://youtu.be/0MwMkBET_5I?t=113). If the substance which fills the holes is air, the light is absorbed by paper and we cannot see the object behind the paper. Is this what you mean?",Slightly Related,What is the significance of the water-oil mixture reaching the paper's outer layers?
